tuple_id,src,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
445,flightview,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.
446,flightview,,12:37 p.m.,,3:31 p.m.
447,flightview,,10:53 a.m.,,11:21 a.m.
448,flightview,11:25 p.m.,,6:55 a.m. Dec 02,
449,flightview,,6:10 a.m.,,7:17 a.m.
450,flightview,,12:58 a.m.,,5:26 a.m.
451,flightview,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.
452,flightview,,7:56 a.m.,,9:09 a.m.
453,flightview,,10:35 a.m.,,1:19 p.m.
454,flightview,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.
455,flightview,,8:26 a.m.,,9:56 a.m.
456,flightview,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
457,flightview,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.
458,flightview,,10:55 a.m.,,1:40 p.m.
459,flightview,,2:59 p.m.,,7:10 p.m.
460,flightview,,8:18 a.m.,,11:32 a.m.
461,flightview,,3:04 p.m.,,5:00 p.m.
462,flightview,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.
463,flightview,,12:06 p.m.,,1:14 p.m.
464,flightview,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.
465,flightview,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.
466,flightview,,6:17 a.m.,,10:27 a.m.
467,flightview,,9:01 a.m.,,10:56 a.m.
468,flightview,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
469,flightview,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
470,flightview,,8:07 a.m.,,1:30 p.m.
471,flightview,,12:56 p.m.,,3:21 p.m.
472,flightview,,12:14 p.m.,,2:01 p.m.
473,flightview,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.
474,flightview,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.
475,flightview,,5:38 p.m.,,8:03 p.m.
476,flightview,,8:36 p.m.,,9:38 p.m.
477,flightview,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.
478,flightview,,1:43 p.m.,,5:34 p.m.
479,flightview,,3:36 p.m.,,3:25 p.m.
480,flightview,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
481,flightview,6:30 p.m.,,7:25 p.m.,
482,flightview,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.
483,flightview,7:15 p.m.,,12:21 a.m. Dec 02,
484,flightview,,2:38 p.m.,,7:58 p.m.
485,flightview,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.
486,flightview,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
487,flightview,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.
488,flightview,,5:09 p.m.,,7:53 p.m.
489,flightview,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.
490,flightview,,4:37 p.m.,,7:36 p.m.
491,flightview,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
492,flightview,,10:37 a.m.,,6:34 p.m.
493,flightview,,7:31 a.m.,,10:45 a.m.
494,flightview,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.
495,flightview,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.
496,flightview,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
497,flightview,,2:01 p.m.,,4:17 p.m.
498,flightview,11:55 p.m.,,5:50 a.m. Dec 02,
499,flightview,4:25 p.m.,,12:29 a.m. Dec 02,
500,flightview,9:00 p.m.,,12:15 a.m. Dec 02,
501,flightview,8:25 p.m.,,11:50 p.m.,
502,flightview,6:59 a.m.,7:23 a.m.,10:34 a.m.,10:04 a.m.
503,flightview,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:44 a.m.
504,flightview,,8:37 a.m.,,9:13 a.m.
505,flightview,1:30 p.m.,,3:50 p.m.,
506,flightview,,3:17 p.m.,,4:59 p.m.
507,flightview,,7:41 a.m.,,8:45 a.m.
508,flightview,11:08 p.m.,,5:11 a.m.Dec 02,
509,flightview,5:30 p.m.,,6:40 p.m.,
510,flightview,,1:45 p.m.,,8:02 a.m.
511,flightview,,11:47 a.m.,,2:02 p.m.
512,flightview,,8:40 p.m.,,9:11 p.m.
513,flightview,,3:04 p.m.,,4:24 p.m.
514,flightview,,2:59 p.m.,,7:10 p.m.
515,flightview,,9:43 a.m.,,12:12 p.m.
516,flightview,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.
517,flightview,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
518,flightview,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.
519,flightview,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:43 p.m.
520,flightview,7:55 a.m.,8:05 a.m.,11:05 a.m.,11:00 a.m.
521,flightview,,9:05 a.m.,,12:09 p.m.
522,flightview,1:05 p.m.,1:20 p.m.,2:35 p.m.,3:01 p.m.
523,flightview,,8:56 a.m.,,10:10 a.m.
524,flightview,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:43 p.m.
525,flightview,7:30 a.m.,8:04 a.m.,8:00 a.m.,7:57 a.m.
526,flightview,,11:41 a.m.,,4:56 p.m.
527,flightview,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:09 p.m.
528,flightview,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
529,flightview,7:25 a.m.,7:40 a.m.,11:10 a.m.,11:06 a.m.
530,flightview,,4:02 p.m.,,5:26 p.m.
531,flightview,11:55 a.m.,11:55 a.m.,6:17 p.m.,6:17 p.m.
532,flightview,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.
533,flightview,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:32 a.m.
534,flightview,4:00 p.m.,4:15 p.m.,7:05 p.m.,6:36 p.m.
535,flightview,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:19 a.m.
536,flightview,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:12 a.m.
537,flightview,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:14 p.m.
538,flightstats,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
539,flightstats,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
540,flightstats,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
541,flightstats,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
542,flightstats,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
543,flightstats,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m. (Estimated)
544,flightstats,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
545,flightstats,6:30 p.m.,6:47 p.m. (Estimated runway),7:25 p.m.,7:25 p.m. (Estimated runway)
546,flightstats,3:27 p.m.,3:28 p.m.,5:05 p.m.,5:17 p.m.
547,flightstats,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
548,flightstats,11:25 p.m.,11:29 p.m. (Estimated runway),6:55 a.m.,6:35 a.m. (Estimated runway)
549,flightstats,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
550,flightstats,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
551,flightstats,4:00 p.m.,3:58 p.m.,6:46 p.m.,6:28 p.m.
552,flightstats,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
553,flightstats,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
554,flightstats,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
555,flightstats,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
556,flightstats,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
557,flightstats,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
558,flightstats,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
559,flightstats,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
560,flightstats,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
561,flightstats,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
562,flightstats,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
563,flightstats,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
564,flightstats,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
565,flightstats,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
566,flightstats,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
567,flightstats,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
568,flightstats,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
569,flightstats,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (runway)
570,flightstats,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
571,flightstats,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
572,flightstats,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
573,flightstats,12:00 p.m.,11:51 a.m.,1:45 p.m.,1:15 p.m.
574,flightstats,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m. (Estimated)
575,flightstats,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
576,flightstats,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
577,flightstats,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
578,flightstats,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
579,flightstats,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
580,flightstats,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
581,flightstats,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
582,flightstats,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
583,flightstats,7:15 p.m.,7:15 p.m. (Estimated),12:21 a.m.,12:21 a.m. (Estimated)
584,flightstats,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
585,flightstats,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
586,flightstats,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
587,flightstats,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
588,flightstats,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
589,flightstats,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
590,flightstats,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
591,flightstats,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
592,flightstats,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
593,flightstats,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
594,flightstats,7:05 a.m.,7:07 a.m.,10:31 a.m.,10:47 a.m.
595,flightstats,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
596,flightstats,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
597,flightstats,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
598,flightstats,11:55 p.m.,12:10 a.m. (Estimated runway),5:50 a.m.,5:42 a.m. (Estimated runway)
599,flightstats,4:25 p.m.,4:28 p.m. (Estimated runway),12:29 a.m.,12:01 a.m. (Estimated runway)
600,flightstats,9:00 p.m.,9:06 p.m. (Estimated runway),12:15 a.m.,11:49 p.m. (Estimated runway)
601,flightstats,8:25 p.m.,8:29 p.m. (Estimated runway),11:50 p.m.,11:35 p.m. (Estimated runway)
602,flightstats,2:55 p.m.,2:46 p.m.,5:00 p.m.,4:47 p.m.
603,flightstats,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
604,flightstats,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
605,flightstats,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
606,flightstats,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
607,flightstats,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
608,flightstats,11:08 p.m.,,5:11 a.m.,
609,flightstats,5:30 p.m.,5:30 p.m. (Estimated),6:40 p.m.,6:40 p.m. (Estimated)
610,flightstats,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
611,flightstats,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:19 p.m. (Estimated)
612,flightstats,2:55 p.m.,2:52 p.m.,4:53 p.m.,4:44 p.m.
613,flightstats,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
614,flightstats,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
615,flightstats,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
616,flightstats,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
617,flightstats,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
618,flightstats,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
619,flightstats,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
620,flightstats,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
621,flightstats,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
622,flightstats,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
623,flightstats,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
624,flightstats,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
625,flightstats,11:55 a.m.,11:43 a.m.,6:17 p.m.,5:38 p.m.
626,flightstats,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
627,flightstats,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
628,flightstats,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
629,flightstats,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
630,panynj,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.
631,panynj,,7:42 p.m.,,10:29 p.m.
632,panynj,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
633,panynj,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.
634,panynj,,9:01 a.m.,,9:43 a.m.
635,panynj,7:45 p.m.,7:59 p.m.,10:30 p.m.,
636,panynj,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.
637,panynj,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.
638,panynj,,12:37 p.m.,,3:31 p.m.
639,panynj,,10:53 a.m.,,11:21 a.m.
640,panynj,11:25 p.m.,,6:55 a.m. Dec 02,
641,panynj,,6:10 a.m.,,7:17 a.m.
642,panynj,,12:58 a.m.,,5:26 a.m.
643,panynj,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.
644,panynj,,7:56 a.m.,,9:09 a.m.
645,panynj,,10:35 a.m.,,1:19 p.m.
646,panynj,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.
647,panynj,,8:26 a.m.,,9:56 a.m.
648,panynj,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
649,panynj,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.
650,panynj,,10:55 a.m.,,1:40 p.m.
651,panynj,,2:59 p.m.,,7:10 p.m.
652,panynj,,8:18 a.m.,,11:32 a.m.
653,panynj,,3:04 p.m.,,5:00 p.m.
654,panynj,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.
655,panynj,,12:06 p.m.,,1:14 p.m.
656,panynj,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.
657,panynj,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.
658,panynj,,6:17 a.m.,,10:27 a.m.
659,panynj,,9:01 a.m.,,10:56 a.m.
660,panynj,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
661,panynj,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
662,panynj,,8:07 a.m.,,1:30 p.m.
663,panynj,,12:56 p.m.,,3:21 p.m.
664,panynj,,12:14 p.m.,,2:01 p.m.
665,panynj,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.
666,panynj,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.
667,panynj,,5:38 p.m.,,8:03 p.m.
668,panynj,,8:36 p.m.,,9:38 p.m.
669,panynj,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.
670,panynj,,1:43 p.m.,,5:34 p.m.
671,panynj,,3:36 p.m.,,3:25 p.m.
672,panynj,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
673,panynj,6:30 p.m.,,7:25 p.m.,
674,panynj,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.
675,panynj,7:15 p.m.,,12:21 a.m. Dec 02,
676,panynj,,2:38 p.m.,,7:58 p.m.
677,panynj,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.
678,panynj,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
679,panynj,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.
680,panynj,,5:09 p.m.,,7:53 p.m.
681,panynj,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.
682,panynj,,4:37 p.m.,,7:36 p.m.
683,panynj,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
684,panynj,,10:37 a.m.,,6:34 p.m.
685,panynj,,7:31 a.m.,,10:45 a.m.
686,panynj,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.
687,panynj,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.
688,panynj,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
689,panynj,,2:01 p.m.,,4:17 p.m.
690,panynj,11:55 p.m.,,5:50 a.m. Dec 02,
691,panynj,4:25 p.m.,,12:29 a.m. Dec 02,
692,panynj,9:00 p.m.,,12:15 a.m. Dec 02,
693,panynj,8:25 p.m.,,11:50 p.m.,
694,panynj,6:59 a.m.,7:23 a.m.,10:34 a.m.,10:04 a.m.
695,panynj,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:44 a.m.
696,panynj,,8:37 a.m.,,9:13 a.m.
697,panynj,1:30 p.m.,,3:50 p.m.,
698,panynj,,3:17 p.m.,,4:59 p.m.
699,panynj,,7:41 a.m.,,8:45 a.m.
700,panynj,11:08 p.m.,,5:11 a.m.Dec 02,
701,panynj,5:30 p.m.,,6:40 p.m.,
702,panynj,,1:45 p.m.,,8:02 a.m.
703,panynj,,11:47 a.m.,,2:02 p.m.
704,panynj,,8:40 p.m.,,9:11 p.m.
705,panynj,,3:04 p.m.,,4:24 p.m.
706,panynj,,2:59 p.m.,,7:10 p.m.
707,panynj,,9:43 a.m.,,12:12 p.m.
708,panynj,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.
709,panynj,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
710,panynj,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.
711,panynj,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:43 p.m.
712,panynj,7:55 a.m.,8:05 a.m.,11:05 a.m.,11:00 a.m.
713,panynj,,9:05 a.m.,,12:09 p.m.
714,panynj,1:05 p.m.,1:20 p.m.,2:35 p.m.,3:01 p.m.
715,panynj,,8:56 a.m.,,10:10 a.m.
716,panynj,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:43 p.m.
717,panynj,7:30 a.m.,8:04 a.m.,8:00 a.m.,7:57 a.m.
718,panynj,,11:41 a.m.,,4:56 p.m.
719,panynj,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:09 p.m.
720,panynj,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
721,panynj,7:25 a.m.,7:40 a.m.,11:10 a.m.,11:06 a.m.
722,panynj,,4:02 p.m.,,5:26 p.m.
723,panynj,11:55 a.m.,11:55 a.m.,6:17 p.m.,6:17 p.m.
724,panynj,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.
725,panynj,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:32 a.m.
726,panynj,4:00 p.m.,4:15 p.m.,7:05 p.m.,6:36 p.m.
727,panynj,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:19 a.m.
728,panynj,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:12 a.m.
729,panynj,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:14 p.m.
730,flightexplorer,,7:16 a.m.,,9:22 a.m.
731,flightexplorer,,7:59 p.m.,,10:28 p.m.
732,flightexplorer,,7:41 p.m.,,10:22 p.m.
733,flightexplorer,,8:47 a.m.,,11:30 a.m.
734,flightexplorer,,9:01 a.m.,,9:39 a.m.
735,flightexplorer,6:30 p.m.,,7:25 p.m.,
736,flightexplorer,,11:41 a.m.,,4:54 p.m.
737,flightexplorer,,10:53 a.m.,,11:16 a.m.
738,flightexplorer,11:25 p.m.,,12/2/2011 6:55 a.m.,
739,flightexplorer,,6:09 a.m.,,7:04 a.m.
740,flightexplorer,,12:57 a.m.,,5:25 a.m.
741,flightexplorer,,12:42 p.m.,,2:50 p.m.
742,flightexplorer,,7:25 a.m.,,9:29 a.m.
743,flightexplorer,,4:30 p.m.,,7:37 p.m.
744,flightexplorer,,10:11 a.m.,,1:19 p.m.
745,flightexplorer,,12:13 p.m.,,4:08 p.m.
746,flightexplorer,,12:05 p.m.,,1:06 p.m.
747,flightexplorer,,6:09 a.m.,,8:50 a.m.
748,flightexplorer,,8:05 a.m.,,10:58 a.m.
749,flightexplorer,,10:19 a.m.,,11:50 a.m.
750,flightexplorer,,8:04 a.m.,,7:59 a.m.
751,flightexplorer,,2:04 p.m.,,3:13 p.m.
752,flightexplorer,,12:55 p.m.,,3:07 p.m.
753,flightexplorer,,12:14 p.m.,,1:55 p.m.
754,flightexplorer,,2:41 p.m.,,5:22 p.m.
755,flightexplorer,,11:52 a.m.,,2:21 p.m.
756,flightexplorer,,11:06 a.m.,,2:39 p.m.
757,flightexplorer,1:09 p.m.,,4:52 p.m.,
758,flightexplorer,,3:36 p.m.,,3:26 p.m.
759,flightexplorer,,7:22 a.m.,,10:34 a.m.
760,flightexplorer,,6:56 p.m.,,8:38 p.m.
761,flightexplorer,,12:12 p.m.,,3:04 p.m.
762,flightexplorer,,9:56 a.m.,,12:02 p.m.
763,flightexplorer,,6:57 a.m.,,7:49 a.m.
764,flightexplorer,,7:31 a.m.,,9:26 a.m.
765,flightexplorer,,5:09 p.m.,,7:43 p.m.
766,flightexplorer,,7:40 a.m.,,10:43 a.m.
767,flightexplorer,,4:35 p.m.,,7:23 p.m.
768,flightexplorer,,8:23 p.m.,,9:47 p.m.
769,flightexplorer,,10:55 a.m.,,1:36 p.m.
770,flightexplorer,,1:46 p.m.,,4:20 p.m.
771,flightexplorer,,1:59 p.m.,,4:05 p.m.
772,flightexplorer,11:55 p.m.,,12/2/2011 5:50 a.m.,
773,flightexplorer,9:00 p.m.,,12/2/2011 12:15 a.m.,
774,flightexplorer,8:25 p.m.,,11:50 p.m.,
775,flightexplorer,,7:23 a.m.,,9:45 a.m.
776,flightexplorer,,8:52 a.m.,,11:33 a.m.
777,flightexplorer,,8:37 a.m.,,9:13 a.m.
778,flightexplorer,1:30 p.m.,,3:50 p.m.,
779,flightexplorer,,11/30/2011 11:34 p.m.,,5:24 a.m.
780,flightexplorer,5:30 p.m.,,6:40 p.m.,
781,flightexplorer,,8:17 a.m.,,11:27 a.m.
782,flightexplorer,,2:44 p.m.,,3:36 p.m.
783,flightexplorer,,7:23 a.m.,,11:04 a.m.
784,flightexplorer,4:25 p.m.,,12/2/2011 12:29 a.m.,
785,flightexplorer,,7:41 a.m.,,8:33 a.m.
786,flightexplorer,,12:11 p.m.,,1:42 p.m.
787,flightexplorer,,1:20 p.m.,,2:49 p.m.
788,flightexplorer,,7:32 a.m.,,3:12 p.m.
789,flightexplorer,,10:55 a.m.,,12:37 p.m.
790,flightexplorer,,6:58 a.m.,,7:37 a.m.
791,flightexplorer,,6:11 a.m.,,6:13 a.m.
792,flightexplorer,,7:40 a.m.,,10:52 a.m.
793,mia,,,2:45P 12-01-11,2:46P
794,mia,,,10:34A 12-01-11,10:08A
795,mia,,,7:55P 12-01-11,7:39P
796,mia,,,9:20A 12-01-11,9:04A
797,mia,,,11:10A 12-01-11,11:06A
798,iad,12:30,12:30,,
799,dfw,1:00 p.m.,,,
800,dfw,8:25 p.m.,,,
801,dfw,11:50 a.m.,,,
802,dfw,10:40 a.m.,,,
803,dfw,4:15 p.m.,,,
804,mco,,,Thu  22:15,Thu  22:25
805,mco,,,Thu  17:55,Thu  17:40
806,mco,,,Thu  19:25,Thu  19:33
807,mco,,,Thu  7:45,Thu  7:31
808,mco,,,Thu  6:55,Thu  6:50
809,mco,Thu  20:00,,,
810,mco,,,Thu  10:35,Thu  10:28
811,mco,,,Thu  12:18,
812,flights,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
813,flights,,7:14 p.m.,,10:29 p.m.
814,flights,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
815,flights,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
816,flights,,8:42 a.m.,,9:43 a.m.
817,flights,7:45 p.m.,,10:30 p.m.,
818,flights,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
819,flights,3:27 p.m.,3:28 p.m.,5:05 p.m.,5:17 p.m.
820,flights,,11:32 a.m.,,3:31 p.m.
821,flights,,10:33 a.m.,,11:21 a.m.
822,flights,11:25 p.m.,,6:55 a.m.  Fri 02-Dec-2011,
823,flights,,5:56 a.m.,,7:17 a.m.
824,flights,,12:41 a.m.,,5:26 a.m.
825,flights,4:00 p.m.,3:58 p.m.,6:46 p.m.,6:28 p.m.
826,flights,,7:29 a.m.,,9:14 a.m.
827,flights,,10:19 a.m.,,1:19 p.m.
828,flights,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
829,flights,,8:12 a.m.,,9:56 a.m.
830,flights,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
831,flights,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
832,flights,,10:55 a.m.,,1:40 p.m.
833,flights,,2:48 p.m.,,7:10 p.m.
834,flights,,8:00 a.m.,,11:32 a.m.
835,flights,,2:46 p.m.,,4:47 p.m.
836,flights,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
837,flights,,11:56 a.m.,,1:14 p.m.
838,flights,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
839,flights,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
840,flights,,6:02 a.m.,,10:27 a.m.
841,flights,,8:40 a.m.,,10:56 a.m.
842,flights,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
843,flights,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (Runway)
844,flights,,7:49 a.m.,,1:30 p.m.
845,flights,,12:35 p.m.,,3:21 p.m.
